655cb33efc432b6a6fac8744,predominar,to predominate; predominate,1200,81,0
655cb33efc432b6a6fac8747,edredom,duvet,1200,84,0
655cb33efc432b6a6fac8746,se enroscar,to curl up; curl up,1200,83,0
655cb33efc432b6a6fac8748,certifique,make sure,1200,85,0
655cb33efc432b6a6fac8749,lógico,logical,1200,86,0
655cb33efc432b6a6fac8723,juízo,judgement,1200,48,0
655cb33efc432b6a6fac874b,plena,full,1200,88,0
655cb33efc432b6a6fac874d,natação,swimming,1200,90,0
655cb33efc432b6a6fac874c,sua ida,your trip,1200,89,0
655cb33efc432b6a6fac874e,exercitar,to exercise; exercise,1200,91,0
655cb33efc432b6a6fac874f,destravar,to unlock; unlock,1200,92,0
655cb33efc432b6a6fac8750,assinaturas,signatures,1200,93,0
655cb33efc432b6a6fac8751,rascunho,sketch,1200,94,0
655cb33efc432b6a6fac8729,dilatador,dilator,1200,54,0
655cb33efc432b6a6fac8753,impuser,to impose; impose,1200,96,0
655cb33efc432b6a6fac8754,dispositivos,devices,1200,97,0
655cb33efc432b6a6fac8755,plenamente,fully,1200,98,0
655cb33efc432b6a6fac8756,sede,thirst,1200,99,0
655cb33efc432b6a6fac8757,saltar,to jump; jump,1200,100,0
655cb33efc432b6a6fac8758,fingir,to fake; fake,1200,101,0
655cb33efc432b6a6fac875a,inibirar,to inhibit; inhibit,1200,103,0
655cb33efc432b6a6fac8759,pretendo,intending,1200,102,0
655cb33efc432b6a6fac875b,por que diabos,why the hell,1200,104,0
655cb33efc432b6a6fac875c,arrasado,devastated,1200,105,0
655cb33efc432b6a6fac875e,atual,current,1200,107,0
655cb33efc432b6a6fac875d,inquieto,restless,1200,106,0
655cb33efc432b6a6fac875f,em disparada,on the run,1200,108,0
655cb33efc432b6a6fac8760,meter,to enclose; enclose,1200,109,0
655cb33efc432b6a6fac8762,chutes,kicks,1200,111,0
655cb33efc432b6a6fac8761,implacável,relentless,1200,110,0
655cb33efc432b6a6fac8763,faixa,range,1200,112,0
655cb33efc432b6a6fac8766,encaixar,to fit in; fit in,1200,115,0
655cb33efc432b6a6fac8764,contagem,score,1200,113,0
655cb33efc432b6a6fac8765,em torno,around,1200,114,0
655cb33efc432b6a6fac8767,destravado,unlocked,1200,116,0
655cb33efc432b6a6fac876a,ampla,wide,1200,119,0
655cb33efc432b6a6fac8769,curto prazo,short term,1200,118,0
655cb33efc432b6a6fac8768,empoderador,to empower; empower,1200,117,0
655cb33efc432b6a6fac876b,uma amostra,a sample,1200,120,0
655cb33efc432b6a6fac876c,isoladamente,isolated,1200,121,0
655cb33efc432b6a6fac876d,remoer,to brood; brood,1200,122,0
655cb33efc432b6a6fac876e,alcançadas,reached,1200,123,0
655cb33efc432b6a6fac876f,mensuráveis,measurable,1200,124,0
655cb33efc432b6a6fac8770,largar,to drop; drop,1200,125,0
655cb33efc432b6a6fac8771,viável,viable,1200,126,0
655cb33efc432b6a6fac8774,requerer,to require; require,1200,129,0
655cb33efc432b6a6fac8772,rever,to review; review,1200,127,0
655cb33efc432b6a6fac8773,aconselhável,advisable,1200,128,0
655cb33efc432b6a6fac8775,roncando,snoring,1200,130,0
655cb33efc432b6a6fac874a,superar,to surpass; surpass; to overcome; overcome,1200,87,0
655cb33efc432b6a6fac8778,o quanto antes,as soon as possible,1200,133,0
655cb33efc432b6a6fac8776,um padrão,a pattern,1200,131,0
655cb33efc432b6a6fac8779,torcemos,we twist; we support; we cheer,1200,134,0
655cb33efc432b6a6fac877a,escorrega,slide,1200,135,0
655cb33efc432b6a6fac877e,desacelera,slow down,1200,139,0
655cb33efc432b6a6fac877c,descemos,we go down,1200,137,0
655cb33efc432b6a6fac877b,sonâmbulos,sleepwalkers,1200,136,0
655cb33efc432b6a6fac877d,á medida,measure,1200,138,0
655cb33efc432b6a6fac877f,alucinação,hallucination,1200,140,0
655cb33efc432b6a6fac8780,de repente,suddenly,1200,141,0
655cb33efc432b6a6fac8782,ao acaso,by chance,1200,143,0
655cb33efc432b6a6fac8781,na passagem,on the way,1200,142,0
655cb33efc432b6a6fac8784,enxergam,see,1200,145,0
655cb33efc432b6a6fac8783,armario,cabinet,1200,144,0
655cb33efc432b6a6fac8788,malhação,workout,1200,149,0
655cb33efc432b6a6fac8785,tripulações,crews,1200,146,0
655cb33efc432b6a6fac8787,diretrizes,guidelines,1200,148,0
655cb33efc432b6a6fac8786,decorrer,to elapse; elapse,1200,147,0
655cb33efc432b6a6fac8789,hercúleo,hurculean,1200,150,0
655cb33efc432b6a6fac8752,recolher,to recall; recall,1200,95,0
655cb33efc432b6a6fac878b,contaproducente,counterproductive,1200,152,0
655cb33efc432b6a6fac878c,basta,enough,1200,153,0
655cb33efc432b6a6fac878d,ora,now,1200,154,0
655cb33efc432b6a6fac8792,endurecem,harden,1200,159,0
655cb33efc432b6a6fac878f,duradouras,lasting,1200,156,0
655cb33efc432b6a6fac8791,provocação,provocation,1200,158,0
655cb33efc432b6a6fac878e,suposta sapiência,supposed wisdom,1200,155,0
655cb33efc432b6a6fac8790,redondo,round,1200,157,0
655cb33efc432b6a6fac8793,palpitações,palpitations,1200,160,0
655cb33efc432b6a6fac8794,tolice,nonsense,1200,161,0
655cb33efc432b6a6fac8795,lesão prolongada,prolonged lesion,1200,162,0
655cb33efc432b6a6fac8796,contudo,however,1200,163,0
655cb33efc432b6a6fac8797,imprensa,press,1200,164,0
655cb33efc432b6a6fac8798,comunicado,announcement,1200,165,0
655cb33efc432b6a6fac8799,redigir,to redeem; redeem,1200,166,0
655cb33efc432b6a6fac879c,acampamento,camping,1200,169,0
655cb33efc432b6a6fac879d,trata,treat,1200,170,0
655cb33efc432b6a6fac879a,cotidiano,daily,1200,167,0
655cb33efc432b6a6fac879b,tuítes,tweets,1200,168,0
655cb33efc432b6a6fac87a0,vício,addiction,1200,173,0
655cb33efc432b6a6fac879e,vestiários,locker rooms,1200,171,0
655cb33efc432b6a6fac879f,vencer,to win; win,1200,172,0
655cb33efc432b6a6fac87a1,a longo prazo,long-term; long term; longterm,1200,174,0
655cb33efc432b6a6fac87a2,poupar,to save; save,1200,175,0
655cb33efc432b6a6fac87a3,legiões,legions,1200,176,0
655cb33efc432b6a6fac87a4,desregrado,unrighteous,1200,177,0
655cb33efc432b6a6fac87a7,viciante,addictive,1200,180,0
655cb33efc432b6a6fac87a6,sombra,shadow,1200,179,0
655cb33efc432b6a6fac87a5,coado,strained,1200,178,0
655cb33efc432b6a6fac87a8,prejudicial,harmful,1200,181,0
655cb33efc432b6a6fac87a9,chiclete,gum,1200,182,0
655cb33efc432b6a6fac87ab,velocista,sprinter,1200,184,0
655cb33efc432b6a6fac87aa,entretanto,nonetheless,1200,183,0
655cb33efc432b6a6fac87ac,largada,dropped,1200,185,0
655cb33efc432b6a6fac87ae,resistência,resistance,1200,187,0
655cb33efc432b6a6fac87ad,reforço,reinforcement,1200,186,0
655cb33efc432b6a6fac87af,potencializadora,potentiate,1200,188,0
655cb33efc432b6a6fac87b2,rastejar,to crawl; crawl,1200,191,0
655cb33efc432b6a6fac87b0,um fuso horário,a time zone,1200,189,0
655cb33efc432b6a6fac87b1,estreia,debut,1200,190,0
655cb33efc432b6a6fac8777,desperdício,waste,1200,132,0
655cb33efc432b6a6fac87b4,costuma,usually,1200,193,0
655cb33efc432b6a6fac87b5,vespertino,afternoon,1200,194,0
655cb33efc432b6a6fac87b7,matutino,morning,1200,196,0
655cb33efc432b6a6fac87b6,ao passo que,while,1200,195,0
655cb33efc432b6a6fac87ba,o cesto,the basket,1200,199,0
655cb33efc432b6a6fac87b8,cotovias,larks,1200,197,0
655cb33efc432b6a6fac87b9,quicando,bouncing,1200,198,0
655cb33efc432b6a6fac87bb,prorrogação,extension,1200,200,0
655cb33efc432b6a6fac87bc,arremessar,to throw; throw,1200,201,0
655cb33efc432b6a6fac87bd,derradeiros,ultimate,1200,202,0
655cb33efc432b6a6fac87be,rachar,to crack; crack,1200,203,0
655cb33efc432b6a6fac87bf,muralhas,walls,1200,204,0
655cb33efc432b6a6fac87c1,arrastava,dragged,1200,206,0
655cb33efc432b6a6fac87c0,fará,will make,1200,205,0
655cb33efc432b6a6fac87c6,encharcados,soaked,1200,211,0
655cb33efc432b6a6fac878a,setor,sector,1200,151,0
655cb33efc432b6a6fac87c3,jogar os dados,to roll the dice; roll the dice,1200,208,0
655cb33efc432b6a6fac87c4,o técnico,the coach,1200,209,0
655cb33efc432b6a6fac87c5,os desafiadores,the challengers,1200,210,0
655cb33efc432b6a6fac87c7,ensurdecedor,deafening; deafen,1200,212,0
655cb33efc432b6a6fac87c8,multidão,crowd,1200,213,0
655cb33efc432b6a6fac87cc,turno,shift,1200,217,0
655cb33efc432b6a6fac87ca,dirá,will say,1200,215,0
655cb33efc432b6a6fac87cb,cadência,cadence,1200,216,0
655cb33efc432b6a6fac87c9,meros,mere,1200,214,0
655cb33efc432b6a6fac87ce,fuso,spindle,1200,219,0
655cb33efc432b6a6fac87cd,suprimirá,will suppress,1200,218,0
655cb33efc432b6a6fac87d0,derrame,leakage,1200,221,0
655cb33efc432b6a6fac87cf,remar,to row; row,1200,220,0
655cb33efc432b6a6fac87d1,agudo,acute,1200,222,0
655cb33efc432b6a6fac87d4,suprimidos,suppressed,1200,225,0
655cb33efc432b6a6fac87d3,lotado,crowded,1200,224,0
655cb33efc432b6a6fac87d2,malhar,to work out; work out,1200,223,0
655cb33efc432b6a6fac87d5,descompassa,mismatch,1200,226,0
655cb33efc432b6a6fac87d6,gráfico,graphic,1200,227,0
655cb33efc432b6a6fac87d7,desencadeia,triggers,1200,228,0
655cb33efc432b6a6fac87d8,má,bad,1200,229,0
655cb33efc432b6a6fac87d9,comprimento,length,1200,230,0
655cb33efc432b6a6fac87da,suplanta,supplant; supplants,1200,231,0
655cb33efc432b6a6fac87db,iluminar,to illuminate; illuminate,1200,232,0
655cb33efc432b6a6fac87dc,dinamiza,dynamite,1200,233,0
655cb33efc432b6a6fac87dd,sonolentos,sleepy,1200,234,0
655cb33efc432b6a6fac87de,fôlego,breath,1200,235,0
655cb33efc432b6a6fac87df,contornar,to outline; outline,1200,236,0
655cb33efc432b6a6fac87e0,despertos,awake,1200,237,0
655cb33efc432b6a6fac87e1,despejar,to dump; dump,1200,238,0
655cb33efc432b6a6fac87e2,latir,to bark; bark,1200,239,0
655cb33efc432b6a6fac87e3,cães,dogs,1200,240,0
655cb33efc432b6a6fac87e4,arraigados,rooted,1200,241,0
655cb33efc432b6a6fac87e6,evoluiu,evolved,1200,243,0
655cb33efc432b6a6fac87e5,dicas,tips,1200,242,0
655cb33efc432b6a6fac87e7,síntese,synthesis,1200,244,0
655cb33efc432b6a6fac87ea,coleta,collect,1200,247,0
655cb33efc432b6a6fac87e8,enraizado,rooted,1200,245,0
655cb33efc432b6a6fac87e9,apressado,hasty,1200,246,0
655cb33efc432b6a6fac87eb,bexiga,bladder,1200,248,0
655cb33efc432b6a6fac87ed,acendemos,we light up,1200,250,0
655cb33efc432b6a6fac87ec,metida,stuck up,1200,249,0
655cb33efc432b6a6fac87ee,o sol se põe,the sun goes down,1200,251,0
655cb33efc432b6a6fac87ef,ondulante,undulating,1200,252,0
655cb33efc432b6a6fac87f0,inveja,envy,1200,253,0
655cb33efc432b6a6fac87f1,posses,possessions,1200,254,0
655cb33efc432b6a6fac87f3,às pressas,in a rush,1200,256,0
655cb33efc432b6a6fac87f2,bufar,to snort; snort,1200,255,0
655cb33efc432b6a6fac87f6,noite adentro,into the night,1200,259,0
655cb33efc432b6a6fac87f4,desjejum,breakfast,1200,257,0
655cb33efc432b6a6fac87f5,estroboscópica,strobe,1200,258,0
655cb33efc432b6a6fac87f7,diversas,diverse,1200,260,0
655cb33efc432b6a6fac87fd,apanha,crash,1200,266,0
655cb33efc432b6a6fac87b3,pouquíssimas,very few,1200,192,0
655cb33efc432b6a6fac87f9,puxado,pulled,1200,262,0
655cb33efc432b6a6fac87fb,estafa,burnout,1200,264,0
655cb33efc432b6a6fac87fc,marinheiros,sailors,1200,265,0
655cb33efc432b6a6fac87fa,padrão,standard,1200,263,0
655cb33efc432b6a6fac87fe,despertador,alarm clock,1200,267,0
655cb33efc432b6a6fac87ff,circadiano,circadian,1200,268,0
655cb33efc432b6a6fac8800,aconchegante,cozy,1200,269,0
655cb33efc432b6a6fac87c2,auge,peak,1200,207,0
655cb33efc432b6a6fac8801,truques,tricks,1200,270,0
655cb33efc432b6a6fac8804,sensatez,wisdom,1200,273,0
655cb33efc432b6a6fac8805,virose,virus,1200,274,0
655cb33efc432b6a6fac8803,ânimo,mood,1200,272,0
655cb33efc432b6a6fac8807,etiqueta,tag,1200,276,0
655cb33efc432b6a6fac8806,perícia,expertise,1200,275,0
655cb33efc432b6a6fac8809,mola,spring,1200,278,0
655cb33efc432b6a6fac8808,ensacadas,bagged,1200,277,0
655cb33efc432b6a6fac880a,hipoteca,mortgage,1200,279,0
655cb33efc432b6a6fac880b,superfície,surface,1200,280,0
655cb33efc432b6a6fac880c,saudar,to salute; salute,1200,281,0
655cb33efc432b6a6fac880d,parceiro,partner,1200,282,0
655cb33efc432b6a6fac8810,eficaz,effective,1200,285,0
655cb33efc432b6a6fac8811,desmaiando,passing out,1200,286,0
655cb33efc432b6a6fac880e,tocamos a vida,we touch the life,1200,283,0
655cb33efc432b6a6fac880f,seres,beings,1200,284,0
655cb33efc432b6a6fac8812,interessa,interest,1200,287,0
655cb33efc432b6a6fac8813,compromisso,commitment,1200,288,0
655cb33efc432b6a6fac8815,cabeceira,headboard,1200,290,0
655cb33efc432b6a6fac8814,delineado,outlined,1200,289,0
655cb33efc432b6a6fac8816,abordo,on board,1200,291,0
655cb33efc432b6a6fac881c,empreendimento,entrepreneurship,1200,297,0
655cb33efc432b6a6fac881d,o bastante,enough,1200,298,0
655cb33efc432b6a6fac8817,lares,homes,1200,292,0
655cb33efc432b6a6fac8819,cargo,office,1200,294,0
655cb33efc432b6a6fac8818,empregadores,employers,1200,293,0
655cb33efc432b6a6fac881a,desmaiar,to faint; faint; to pass out; pass out,1200,295,0
655cb33efc432b6a6fac881b,iniciados,initiates,1200,296,0
655cb33efc432b6a6fac881e,esmoreceu,faded,1200,299,0
655cb33efc432b6a6fac881f,impunham,imposed,1200,300,0
655cb33efc432b6a6fac8820,proporcionar,to provide; provide,1200,301,0
655cb33efc432b6a6fac8822,promover,to promote; promote,1200,303,0
655cb33efc432b6a6fac8823,consumidores,consumers,1200,304,0
655cb33efc432b6a6fac8821,luxuosas,luxurious,1200,302,0
655cb33efc432b6a6fac8824,vias,ways,1200,305,0
655cb33efc432b6a6fac8825,fornecando,providing,1200,306,0
655cb33efc432b6a6fac8826,gestão,management,1200,307,0
655cb33efc432b6a6fac8827,provocar,to tease; tease,1200,308,0
655cb33efc432b6a6fac882a,desempenho,performance,1200,311,0
655cb33efc432b6a6fac8829,lesão,lesion,1200,310,0
655cb33efc432b6a6fac8828,colchão,mattress,1200,309,0
655cb33efc432b6a6fac882b,acaso,chance,1200,312,0
655cb33efc432b6a6fac882d,distúrbio,disorder,1200,314,0
655cb33efc432b6a6fac882c,abordagem,approach,1200,313,0
655cb33efc432b6a6fac882e,soníferos,sleepy,1200,315,0
655cb33efc432b6a6fac882f,folga,day off,1200,316,0
655cb33efc432b6a6fac8830,impunes,unpunished,1200,317,0
655cb33efc432b6a6fac8831,até meados,even mid,1200,318,0
655cb33efc432b6a6fac8832,holofote,spotlight,1200,319,0
655cb33efc432b6a6fac8834,padrões,standards,1200,321,0
655cb33efc432b6a6fac8833,em si,in itself,1200,320,0
655cb33efc432b6a6fac8835,subestimamos,we underestimate,1200,322,0
655cb33efc432b6a6fac8837,desperdice,waste,1200,324,0
655cb33efc432b6a6fac8836,torcia,twisted,1200,323,0
655cb33efc432b6a6fac8838,cronotipo,chronotype,1200,325,0
655cb33efc432b6a6fac8839,ediçao,edition,1200,326,0
655cb33efc432b6a6fac883a,apoio,support,1200,327,0
655cb33efc432b6a6fac883b,chocou,shocked,1200,328,0
655cb33efc432b6a6fac883c,desafiou,challenged,1200,329,0
655cb33efc432b6a6fac883e,largata,wide,1200,331,0
655cb33efc432b6a6fac883d,assober,to blow up; blow up,1200,330,0
655cb33efc432b6a6fac883f,fugaz,fleeting,1200,332,0
655cb33efc432b6a6fac8840,dádiva,gift,1200,333,0
655cb33efc432b6a6fac8841,remonte,reassembly,1200,334,0
655cb33efc432b6a6fac884c,surda,deaf,1200,345,0
655cb33efc432b6a6fac8843,empoleiravam,pounded,1200,336,0
655cb33efc432b6a6fac884f,reivindicar,to claim; claim,1200,348,0
655cb33efc432b6a6fac8802,freio,brake,1200,271,0
655cb33efc432b6a6fac8844,vislumbre,glimpse,1200,337,0
655cb33efc432b6a6fac8842,coçar,to scratch; scratch,1200,335,0
655cb33efc432b6a6fac8846,arrepio,chill,1200,339,0
655cb33efc432b6a6fac8850,pomada,ointment,1200,349,0
655cb33efc432b6a6fac87f8,repleto,full,1200,261,0
655cb33efc432b6a6fac884e,gerar,to generate; generate,1200,347,0
655cb33efc432b6a6fac8849,gargalha,laugh,1200,342,0
655cb33efc432b6a6fac8851,misericórdia,compassion,1200,350,0
655cb33efc432b6a6fac884a,agarrou,grabbed,1200,343,0
655cb33efc432b6a6fac8847,camada,layer,1200,340,0
655cb33efc432b6a6fac8852,persuadir,to persuade; persuade,1200,351,0
655cb33efc432b6a6fac884b,esfregou,rubbed,1200,344,0
655cb33efc432b6a6fac8848,o golpe,the blow,1200,341,0
655cb33efc432b6a6fac8855,um chumbo,a lead,1200,354,0
655cb33efc432b6a6fac8858,sucumbiram,succumbed,1200,357,0
655cb33efc432b6a6fac8856,derritido,depleted,1200,355,0
655cb33efc432b6a6fac8853,elogiar,to praise; praise,1200,352,0
655cb33efc432b6a6fac8857,inundação,inundation,1200,356,0
655cb33efc432b6a6fac8854,pálida,pale,1200,353,0
655cb33efc432b6a6fac885d,debilmente,weakly,1200,362,0
655cb33efc432b6a6fac8859,flacido,flacid,1200,358,0
655cb33efc432b6a6fac8860,peneria,penetrate,1200,365,0
655cb33efc432b6a6fac8862,espuma,foam,1200,367,0
655cb33efc432b6a6fac885c,pesadelo,nightmare,1200,361,0
655cb33efc432b6a6fac885a,rodopiante,folding,1200,359,0
655cb33efc432b6a6fac885e,emaranhado,tangled,1200,363,0
655cb33efc432b6a6fac885b,austera,austere,1200,360,0
655cb33efc432b6a6fac885f,rezou,prayed,1200,364,0
655cb33efc432b6a6fac8861,romperam,broke,1200,366,0
655cb33efc432b6a6fac8863,cacos,shards,1200,368,0
655cb33efc432b6a6fac8864,deslizar,to slide; slide,1200,369,0
655cb33efc432b6a6fac8865,salto,heel,1200,370,0
655cb33efc432b6a6fac8866,esfarrapadas,tattered,1200,371,0
655cb33efc432b6a6fac886a,ceder,to cede; cede,1200,375,0
655cb33efc432b6a6fac8867,varridos,swept,1200,372,0
655cb33efc432b6a6fac8868,convocação,convocation,1200,373,0
655cb33efc432b6a6fac886c,balançou,balanced,1200,377,0
655cb33efc432b6a6fac8869,debatia,debated,1200,374,0
655cb33efc432b6a6fac886b,implicaveis,implicable,1200,376,0
655cb33efc432b6a6fac886d,cegando,blinding,1200,378,0
655cb33efc432b6a6fac8871,saudou,greeted,1200,382,0
655cb33efc432b6a6fac886e,endurecida,hardened,1200,379,0
655cb33efc432b6a6fac8870,pavor,dread,1200,381,0
655cb33efc432b6a6fac886f,espiou,spied,1200,380,0
655cb33efc432b6a6fac8872,represa,dam,1200,383,0
655cb33efc432b6a6fac8873,beliscando,pinching,1200,384,0
655cb33efc432b6a6fac8874,prado,meadow,1200,385,0
655cb33efc432b6a6fac8875,mergulhar,to dive; dive,1200,386,0
655cb33efc432b6a6fac8876,arranhar,to scratch; scratch,1200,387,0
655cb33efc432b6a6fac8877,massa de fogo,mass of fire,1200,388,0
655cb33efc432b6a6fac887b,estrondo,crash,1200,392,0
655cb33efc432b6a6fac8878,varrer,to sweep; sweep,1200,389,0
655cb33efc432b6a6fac887c,desastroso,disastrous,1200,393,0
655cb33efc432b6a6fac8879,tortuosas,tortuous,1200,390,0
655cb33efc432b6a6fac887a,baque,thud,1200,391,0
655cb33efc432b6a6fac887d,gemeu,moan,1200,394,0
655cb33efc432b6a6fac887e,mortais,mortals,1200,395,0
655cb33efc432b6a6fac887f,aves,poultry,1200,396,0
655cb33efc432b6a6fac8880,defensores,defenders,1200,397,0
655cb33efc432b6a6fac8881,vislumbrar,to glimpse; glimpse,1200,398,0
655cb33efc432b6a6fac8845,sequer,even,1200,338,0
655cb33efc432b6a6fac8882,tempestade,storm,1200,399,0
655cb33efc432b6a6fac8884,envenenou,poisoned,1200,401,0
655cb33efc432b6a6fac8883,espreitar,to peek; peek,1200,400,0
655cb33efc432b6a6fac8885,adaga,dagger,1200,402,0
655cb33efc432b6a6fac8887,morcego,bat,1200,404,0
655cb33efc432b6a6fac8888,telhado,roof,1200,405,0
655cb33efc432b6a6fac888d,corça,doe,1200,410,0
655cb33efc432b6a6fac8889,estremeceu,shudder,1200,406,0
655cb33efc432b6a6fac888a,lentos,slow,1200,407,0
655cb33efc432b6a6fac888f,maligno,malignant,1200,412,0
655cb33efc432b6a6fac888b,temer,to fear; fear,1200,408,0
655cb33efc432b6a6fac888e,padronizadas,standardized,1200,411,0
655cb33efc432b6a6fac888c,redondos,round,1200,409,0
655cb33efc432b6a6fac8891,emaranhado de ramos frágeis,tangle of fragile branches,1200,414,0
655cb33efc432b6a6fac8890,adornasse,adorn,1200,413,0
655cb33efc432b6a6fac8892,sacudiu,shook,1200,415,0
655cb33efc432b6a6fac8893,agradou,pleased,1200,416,0
655cb33efc432b6a6fac884d,endireitou,straightened,1200,346,0
655cb33efc432b6a6fac8895,subjugar,to subjugate; subjugate,1200,418,0
655cb33efc432b6a6fac8897,feras,beasts,1200,420,0
655cb33efc432b6a6fac8898,curral,pen,1200,421,0
655cb33efc432b6a6fac8896,enxurrada,flash flood,1200,419,0
655cb33efc432b6a6fac889a,indomado,untamed,1200,423,0
655cb33efc432b6a6fac8899,camadas,layers,1200,422,0
655cb33efc432b6a6fac889b,portentos,wonders,1200,424,0
655cb33efc432b6a6fac889f,desperdiçar,to waste; waste,1200,428,0
655cb33efc432b6a6fac889d,zombaria,mockery,1200,426,0
655cb33efc432b6a6fac889c,augúrio,omen,1200,425,0
655cb33efc432b6a6fac88a2,encrenqueira,bare,1200,431,0
655cb33efc432b6a6fac88a0,trará,will bring,1200,429,0
655cb33efc432b6a6fac889e,escurdo,dull,1200,427,0
